"","species","qtd"
"876","Dieffenbachia juruaensis",0
"877","Dieffenbachia krukoffii",0
"878","Dieffenbachia maranhaoana",0
"879","Dieffenbachia millikenii",0
"880","Dieffenbachia obliqua",0
"881","Dieffenbachia olbia",0
"882","Dieffenbachia paludicola",0
"883","Dieffenbachia parvifolia",0
"884","Dieffenbachia seguine",0
"885","Dieffenbachia smithii",0
"886","Dieffenbachia tefensis",0
"887","Dieffenbachia westrae",0
"888","Dieffenbachia williamsii",0
"889","Dracontium amazonense",0
"890","Dracontium angustispathum",0
"891","Dracontium asperispathum",0
"892","Dracontium asperum",0
"893","Dracontium laetum",0
"894","Dracontium longipes",0
"895","Dracontium margaretae",0
"896","Dracontium narae",0
"897","Dracontium nivosum",0
"898","Dracontium peruvianum",0
"899","Dracontium polyphyllum",0
"900","Dracontium prancei",0
"901","Dracontium spruceanum",0
"902","Dracontium ulei",0
"903","Filarum manserichense",0
"904","Heteropsis boliviana",0
"905","Heteropsis croatii",0
"906","Heteropsis duckeana",0
"907","Heteropsis ecuadorensis",0
"908","Heteropsis flexuosa",2
"909","Heteropsis linearis",0
"910","Heteropsis longispathacea",0
"911","Heteropsis macrophylla",0
"912","Heteropsis melinonii",1
"913","Heteropsis oblongifolia",1
"914","Heteropsis peruviana",0
"915","Heteropsis reticulata",1
"916","Heteropsis robusta",0
"917","Heteropsis spruceana",0
"918","Heteropsis steyermarkii",0
"919","Heteropsis tenuispadix",1
"920","Homalomena crinipes",0
"921","Homalomena erythropus",0
"922","Homalomena peltata",0
"923","Homalomena picturata",0
"924","Homalomena wendlandii",0
"925","Jasarum steyermarkii",0
"926","Lemna aequinoctialis",0
"927","Lemna minuta",0
"928","Lemna valdiviana",1
"929","Lorenzia umbrosa",1
"930","Monstera adansonii",1
"931","Monstera aureopinnata",0
"932","Monstera dilacerata",0
"933","Monstera dissecta",0
"934","Monstera dubia",0
"935","Monstera gracilis",0
"936","Monstera kessleri",0
"937","Monstera lechleriana",0
"938","Monstera obliqua",0
"939","Monstera pinnatipartita",0
"940","Monstera praetermissa",0
"941","Monstera spruceana",0
"942","Monstera subpinnata",0
"943","Montrichardia arborescens",5
"944","Montrichardia linifera",5
"945","Philodendron acreanum",0
"946","Philodendron acuminatissimum",0
"947","Philodendron acutatum",1
"948","Philodendron acutifolium",0
"949","Philodendron alatum",0
"950","Philodendron anaadu",0
"951","Philodendron angustialatum",0
"952","Philodendron angustisectum",0
"953","Philodendron anisotomum",0
"954","Philodendron applanatum",0
"955","Philodendron asplundii",1
"956","Philodendron atabapoense",0
"957","Philodendron atratum",0
"958","Philodendron aureimarginatum",0
"959","Philodendron barrosoanum",0
"960","Philodendron basivaginatum",0
"961","Philodendron billietiae",0
"962","Philodendron brandtianum",0
"963","Philodendron brevispathum",0
"964","Philodendron burle-marxii",0
"965","Philodendron callosum",0
"966","Philodendron campii",0
"967","Philodendron camposportoanum",0
"968","Philodendron caracaraiense",0
"969","Philodendron carajasense",0
"970","Philodendron cardosoi",0
"971","Philodendron carinatum",0
"972","Philodendron cataniapoense",0
"973","Philodendron caudatum",0
"974","Philodendron chimantae",0
"975","Philodendron chinchamayense",0
"976","Philodendron colombianum",0
"977","Philodendron conforme",0
"978","Philodendron cremersii",0
"979","Philodendron cuneatum",1
"980","Philodendron deflexum",0
"981","Philodendron deltoideum",0
"982","Philodendron distantilobum",0
"983","Philodendron divaricatum",0
"984","Philodendron duckei",0
"985","Philodendron dunstervilleorum",0
"986","Philodendron dyscarpium",0
"987","Philodendron ecordatum",0
"988","Philodendron elaphoglossoides",0
"989","Philodendron englerianum",0
"990","Philodendron ernestii",0
"991","Philodendron exile",0
"992","Philodendron fibrillosum",0
"993","Philodendron fragrantissimum",1
"994","Philodendron goeldii",0
"995","Philodendron grandifolium",0
"996","Philodendron grazielae",0
"997","Philodendron guianense",0
"998","Philodendron guttiferum",0
"999","Philodendron hederaceum",0
"1000","Philodendron heleniae",1
"1001","Philodendron herthae",0
"1002","Philodendron heterophyllum",0
"1003","Philodendron heteropleurum",0
"1004","Philodendron hopkinsianum",0
"1005","Philodendron huaynacapacense",0
"1006","Philodendron humile",0
"1007","Philodendron hylaeae",0
"1008","Philodendron inaequilaterum",0
"1009","Philodendron insigne",0
"1010","Philodendron joaosilvae",0
"1011","Philodendron karstenianum",0
"1012","Philodendron lechlerianum",0
"1013","Philodendron lemae",0
"1014","Philodendron leucanthum",0
"1015","Philodendron linguifolium",0
"1016","Philodendron linnaei",1
"1017","Philodendron longistilum",0
"1018","Philodendron lupinum",0
"1019","Philodendron macropodum",0
"1020","Philodendron maculatum",0
"1021","Philodendron maguirei",0
"1022","Philodendron maximum",0
"1023","Philodendron megalophyllum",0
"1024","Philodendron melanochlorum",0
"1025","Philodendron melinonii",0
"1026","Philodendron micranthum",0
"1027","Philodendron moonenii",0
"1028","Philodendron muricatum",1
"1029","Philodendron myrmecophilum",0
"1030","Philodendron nullinervium",0
"1031","Philodendron ornatum",0
"1032","Philodendron palaciosii",0
"1033","Philodendron panduriforme",0
"1034","Philodendron pastazanum",0
"1035","Philodendron paucinervium",0
"1036","Philodendron paxianum",0
"1037","Philodendron pedatum",0
"1038","Philodendron phlebodes",0
"1039","Philodendron pinnatifidum",0
"1040","Philodendron pinnatilobum",0
"1041","Philodendron placidum",0
"1042","Philodendron platypodum",0
"1043","Philodendron pteropus",0
"1044","Philodendron pulchellum",0
"1045","Philodendron pulchrum",0
"1046","Philodendron quinquelobum",0
"1047","Philodendron remifolium",0
"1048","Philodendron rodriguezii",0
"1049","Philodendron roraimae",0
"1050","Philodendron rudgeanum",0
"1051","Philodendron ruizii",0
"1052","Philodendron schmidtiae",0
"1053","Philodendron solimoesense",0
"1054","Philodendron sphalerum",0
"1055","Philodendron splitgerberi",0
"1056","Philodendron squamiferum",0
"1057","Philodendron steyermarkii",0
"1058","Philodendron surinamense",0
"1059","Philodendron tatei",0
"1060","Philodendron tenue",0
"1061","Philodendron tortum",0
"1062","Philodendron toshibai",0
"1063","Philodendron traunii",0
"1064","Philodendron uleanum",0
"1065","Philodendron ushanum",0
"1066","Philodendron venezuelense",0
"1067","Philodendron venustum",0
"1068","Philodendron victoriae",0
"1069","Philodendron wadedavisii",0
"1070","Philodendron werkhoveniae",0
"1071","Philodendron wittianum",0
"1072","Philodendron wurdackii",0
"1073","Philonotion americanum",0
"1074","Pistia stratiotes",4
"1075","Rhodospatha bolivarana",0
"1076","Rhodospatha brachypoda",0
"1077","Rhodospatha latifolia",0
"1078","Rhodospatha moritziana",0
"1079","Rhodospatha mukuntakia",0
"1080","Rhodospatha oblongata",0
"1081","Rhodospatha rubropunctata",0
"1082","Rhodospatha venosa",0
"1083","Schismatoglottis americana",0
"1084","Schismatoglottis spruceana",0
"1085","Spathiphyllum cannifolium",0
"1086","Spathiphyllum floribundum",0
"1087","Spathiphyllum gardneri",0
"1088","Spathiphyllum gracile",0
"1089","Spathiphyllum humboldtii",0
"1090","Spathiphyllum juninense",0
"1091","Spathiphyllum lechlerianum",0
"1092","Spathiphyllum maguirei",0
"1093","Spathiphyllum minus",0
"1094","Spathiphyllum monachinoi",0
"1095","Spathiphyllum neblinae",0
"1096","Spathiphyllum patulinervum",0
"1097","Spathiphyllum quindiuense",0
"1098","Spathiphyllum schomburgkii",0
"1099","Spathiphyllum tenerum",0
"1100","Spirodela intermedia",0
"1101","Stenospermation ammiticum",0
"1102","Stenospermation amomifolium",0
"1103","Stenospermation andreanum",0
"1104","Stenospermation densiovulatum",0
"1105","Stenospermation gracile",0
"1106","Stenospermation maguirei",0
"1107","Stenospermation multiovulatum",0
"1108","Stenospermation parvum",0
"1109","Stenospermation spruceanum",0
"1110","Stenospermation ulei",0
"1111","Stenospermation wallisii",0
"1112","Syngonium angustatum",0
"1113","Syngonium atrovirens",0
"1114","Syngonium hastifolium",0
"1115","Syngonium podophyllum",0
"1116","Syngonium yurimaguense",0
"1117","Taccarum caudatum",0
"1118","Ulearum sagittatum",0
"1119","Urospatha angustiloba",0
"1120","Urospatha antisylleptica",0
"1121","Urospatha caudata",0
"1122","Urospatha sagittifolia",0
"1123","Urospatha somnolenta",0
"1124","Urospatha wurdackii",0
"1125","Wolffia brasiliensis",0
"1126","Wolffiella caudata",0
"1127","Wolffiella lingulata",0
"1128","Wolffiella oblonga",0
"1129","Xanthosoma acutum",0
"1130","Xanthosoma amacayacuense ",0
"1131","Xanthosoma anisotomum ",0
"1132","Xanthosoma aristeguietae",0
"1133","Xanthosoma auriculatum",0
"1134","Xanthosoma australe ",0
"1135","Xanthosoma baguense ",0
"1136","Xanthosoma bakhuisense ",0
"1137","Xanthosoma berlinii ",0
"1138","Xanthosoma blandum",0
"1139","Xanthosoma brevispathaceum",0
"1140","Xanthosoma camposii ",0
"1141","Xanthosoma caquetense ",0
"1142","Xanthosoma caulotuberculatum",0
"1143","Xanthosoma ceronii ",0
"1144","Xanthosoma chaparense ",0
"1145","Xanthosoma conspurcatum",0
"1146","Xanthosoma corentynense ",0
"1147","Xanthosoma crassilaminum ",0
"1148","Xanthosoma cremersii ",0
"1149","Xanthosoma danielsii ",0
"1150","Xanthosoma debelliae ",0
"1151","Xanthosoma epipetricum ",0
"1152","Xanthosoma galianoi ",0
"1153","Xanthosoma gillespieae ",0
"1154","Xanthosoma granvillei",0
"1155","Xanthosoma hannoniae ",0
"1156","Xanthosoma helleborifolium",0
"1157","Xanthosoma hylaeae",0
"1158","Xanthosoma jatunsachense ",0
"1159","Xanthosoma lucens",0
"1160","Xanthosoma luteynii ",0
"1161","Xanthosoma macarenense ",0
"1162","Xanthosoma mariae ",0
"1163","Xanthosoma monteagudoi ",0
"1164","Xanthosoma muluwataya ",0
"1165","Xanthosoma nangaritzense ",0
"1166","Xanthosoma nodosum",0
"1167","Xanthosoma nunezii ",0
"1168","Xanthosoma ollgaardii ",0
"1169","Xanthosoma palaciosii ",0
"1170","Xanthosoma panguiense ",0
"1171","Xanthosoma paradoxum ",0
"1172","Xanthosoma paruimaense ",0
"1173","Xanthosoma petersiae ",0
"1174","Xanthosoma poeppigii",0
"1175","Xanthosoma pottii ",0
"1176","Xanthosoma pubescens",0
"1177","Xanthosoma pulcachense ",0
"1178","Xanthosoma purpureomaculatum ",0
"1179","Xanthosoma rubrispathum",0
"1180","Xanthosoma seideliae",0
"1181","Xanthosoma sinnamaryense ",0
"1182","Xanthosoma striatipes",0
"1183","Xanthosoma striolatum",0
"1184","Xanthosoma syngoniifolium ",0
"1185","Xanthosoma tachiraense ",0
"1186","Xanthosoma tarapotense ",0
"1187","Xanthosoma trichophyllum",0
"1188","Xanthosoma trilobum",0
"1189","Xanthosoma trinitense ",0
"1190","Xanthosoma tuberculatum ",0
"1191","Xanthosoma viviparum",0
"1192","Xanthosoma weeksii",0
"1193","Xanthosoma wurdackii ",0
"1194","Xanthosoma zamoraense ",0
"1195","Zomicarpella amazonica",0
"1196","Dendropanax arboreus",0
"1197","Dendropanax bolivianus",0
"1198","Dendropanax caucanus",0
"1199","Dendropanax cuneatus",1
"1200","Dendropanax fendleri",0
"1201","Dendropanax macrocarpus",0
"1202","Dendropanax macropodus",0
"1203","Dendropanax marginifer",0
"1204","Dendropanax neblinae",0
"1205","Dendropanax palustris",0
"1206","Dendropanax resinosus",0
"1207","Dendropanax simplicifolius",0
"1208","Dendropanax tessmannii",0
"1209","Dendropanax umbellatus",1
"1210","Dendropanax williamsii",0
"1211","Hydrocotyle acuminata",0
"1212","Oreopanax capitatus",0
"1213","Oreopanax confusus",0
"1214","Oreopanax microflorous",0
"1215","Schefflera acuminata",0
"1216","Schefflera asymmetrica",0
"1217","Schefflera cainarachiensis",0
"1218","Schefflera ciliatifolia",1
"1219","Schefflera clusietorum",0
"1220","Schefflera confusa",1
"1221","Schefflera coriacea",0
"1222","Schefflera decaphylla",1
"1223","Schefflera dichotoma",1
"1224","Schefflera dielsii",0
"1225","Schefflera diplodactyla",0
"1226","Schefflera distractiflora",1
"1227","Schefflera harmsii",0
"1228","Schefflera japurensis",0
"1229","Schefflera minutiflora",0
"1230","Schefflera morototoni",3
"1231","Schefflera patula",0
"1232","Schefflera pentandra",0
"1233","Schefflera pimichinensis",0
"1234","Schefflera plurifolia",1
"1235","Schefflera plurispicata",0
"1236","Schefflera prancei",1
"1237","Schefflera pubicarpa",1
"1238","Schefflera quinquecarinata",1
"1239","Schefflera quinquestylorum",0
"1240","Schefflera sandiana",0
"1241","Schefflera sessiliflora",0
"1242","Schefflera sphaerocoma",0
"1243","Schefflera spruceana",0
"1244","Schefflera sprucei",0
"1245","Schefflera suaveolens",0
"1246","Schefflera tamatamaensis",1
"1247","Schefflera umbrosa",1
"1248","Schefflera violacea",0
"1249","Acrocomia aculeata",4
"1250","Aiphanes aculeata",0
"1251","Aiphanes deltoidea",0
"1252","Aiphanes ulei",0
"1253","Aphandra natalia",4
"1254","Asterogyne guianensis",0
"1255","Astrocaryum acaule",1
"1256","Astrocaryum aculeatum",15
"1257","Astrocaryum carnosum",0
"1258","Astrocaryum chambira",7
"1259","Astrocaryum chonta",1
"1260","Astrocaryum ciliatum",0
"1261","Astrocaryum faranae",0
"1262","Astrocaryum farinosum",0
"1263","Astrocaryum ferrugineum",0
"1264","Astrocaryum giganteum",0
"1265","Astrocaryum gynacanthum",1
"1266","Astrocaryum jauari",2
"1267","Astrocaryum javarense",0
"1268","Astrocaryum macrocalyx",1
"1269","Astrocaryum minus",0
"1270","Astrocaryum murumuru",13
"1271","Astrocaryum paramaca",0
"1272","Astrocaryum perangustatum",0
"1273","Astrocaryum rodriguesii",0
"1274","Astrocaryum sciophilum",0
"1275","Astrocaryum scopatum",0
"1276","Astrocaryum sociale",0
"1277","Astrocaryum ulei",0
"1278","Astrocaryum urostachys",1
"1279","Astrocaryum vulgare",7
"1280","Attalea attaleoides",3
"1281","Attalea bassleriana",0
"1282","Attalea blepharopus",0
"1283","Attalea butyracea",4
"1284","Attalea camopiensis",0
"1285","Attalea cephalotus",0
"1286","Attalea dahlgreniana",0
"1287","Attalea degranvillei",0
"1288","Attalea eichleri",1
"1289","Attalea guianensis",0
"1290","Attalea huebneri",0
"1291","Attalea insignis",0
"1292","Attalea kewensis",0
"1293","Attalea luetzelburgii",0
"1294","Attalea macrolepis",0
"1295","Attalea maripa",8
"1296","Attalea maripensis",0
"1297","Attalea microcarpa",1
"1298","Attalea moorei",0
"1299","Attalea peruviana",0
"1300","Attalea phalerata",12
"1301","Attalea plowmanii",0
"1302","Attalea princeps",3
"1303","Attalea racemosa",0
"1304","Attalea salazarii",0
"1305","Attalea septuagenata",0
"1306","Attalea speciosa",15
"1307","Attalea spectabilis",0
"1308","Attalea tessmannii",0
"1309","Attalea weberbaueri",1
"1310","Bactris acanthocarpa",0
"1311","Bactris acanthocarpoides",0
"1312","Bactris aubletiana",0
"1313","Bactris balanophora",0
"1314","Bactris bidentula",0
"1315","Bactris bifida",1
"1316","Bactris brongniartii",0
"1317","Bactris campestris",0
"1318","Bactris chaveziae",0
"1319","Bactris coloniata",0
"1320","Bactris concinna",0
"1321","Bactris constanciae",0
"1322","Bactris corossilla",0
"1323","Bactris cuspidata",0
"1324","Bactris elegans",0
"1325","Bactris fissifrons",0
"1326","Bactris gasipaes",66
"1327","Bactris gastoniana",0
"1328","Bactris glaucescens",4
"1329","Bactris halmoorei",0
"1330","Bactris hirta",0
"1331","Bactris killipii",0
"1332","Bactris macroacantha",0
"1333","Bactris major",0
"1334","Bactris maraja",2
"1335","Bactris martiana",0
"1336","Bactris nancibaensis",0
"1337","Bactris oligocarpa",0
"1338","Bactris oligoclada",0
"1339","Bactris pliniana",1
"1340","Bactris ptariana",0
"1341","Bactris rhaphidacantha",0
"1342","Bactris riparia",0
"1343","Bactris schultesii",0
"1344","Bactris simplicifrons",0
"1345","Bactris sphaerocarpa",0
"1346","Bactris syagroides",0
"1347","Bactris tefensis",0
"1348","Bactris tomentosa",0
"1349","Bactris turbinocarpa",0
"1350","Barcella odora",0
"1351","Ceroxylon amazonicum",0
"1352","Chamaedorea angustisecta",0
"1353","Chamaedorea fragrans",0
"1354","Chamaedorea pauciflora",0
"1355","Chamaedorea pinnatifrons",2
"1356","Chelyocarpus chuco",0
"1357","Chelyocarpus repens",0
"1358","Chelyocarpus ulei",0
"1359","Desmoncus giganteus",0
"1360","Desmoncus horridus",0
"1361","Desmoncus interjectus",0
"1362","Desmoncus latisectus",0
"1363","Desmoncus leptoclonos",0
"1364","Desmoncus loretanus",0
"1365","Desmoncus madrensis",0
"1366","Desmoncus mitis",0
"1367","Desmoncus parvulus",0
"1368","Desmoncus polyacanthos",2
"1369","Desmoncus prunifer",0
"1370","Desmoncus pumilus",0
"1371","Desmoncus setosus",0
"1372","Desmoncus vacivus",0
"1373","Dictyocaryum ptarianum",0
"1374","Elaeis oleifera",9
"1375","Euterpe catinga",1
"1376","Euterpe longibracteata",0
"1377","Euterpe oleracea",100
"1378","Euterpe precatoria",20
"1379","Geonoma aspidiifolia",0
"1380","Geonoma baculifera",0
"1381","Geonoma brongniartii",0
"1382","Geonoma camana",0
"1383","Geonoma deversa",2
"1384","Geonoma euspatha",0
"1385","Geonoma interrupta",0
"1386","Geonoma laxiflora",0
"1387","Geonoma leptospadix",0
"1388","Geonoma longipedunculata",0
"1389","Geonoma macrostachys",4
"1390","Geonoma maxima",0
"1391","Geonoma multisecta",0
"1392","Geonoma occidentalis",0
"1393","Geonoma oldemanii",0
"1394","Geonoma oligoclona",0
"1395","Geonoma pinnatifrons",0
"1396","Geonoma poeppigiana",0
"1397","Geonoma poiteauana",0
"1398","Geonoma schizocarpa",0
"1399","Geonoma stricta",1
"1400","Geonoma triglochin",0
"1401","Geonoma umbraculiformis",0
"1402","Geonoma undata",0
"1403","Hyospathe elegans",0
"1404","Iriartea deltoidea",18
"1405","Iriartella setigera",1
"1406","Itaya amicorum",0
"1407","Leopoldinia major",0
"1408","Leopoldinia piassaba",4
"1409","Leopoldinia pulchra",1
"1410","Lepidocaryum tenue",3
"1411","Manicaria martiana",0
"1412","Manicaria saccifera",5
"1413","Mauritia carana",0
"1414","Mauritia flexuosa",72
"1415","Mauritiella aculeata",1
"1416","Mauritiella armata",0
"1417","Oenocarpus bacaba",18
"1418","Oenocarpus balickii",0
"1419","Oenocarpus bataua",31
"1420","Oenocarpus circumtextus",0
"1421","Oenocarpus distichus",3
"1422","Oenocarpus makeru",1
"1423","Oenocarpus mapora",6
"1424","Oenocarpus minor",3
"1425","Oenocarpus simplex",1
"1426","Pholidostachys amazonensis",0
"1427","Pholidostachys synanthera",2
"1428","Phytelephas macrocarpa",2
"1429","Phytelephas tenuicaulis",0
"1430","Prestoea ensiformis",0
"1431","Prestoea schultzeana",0
