family,species,life.form,tree.10cm.DBH,Brazil,Peru,Ecuador,Bolivia,Colombia,French.Guiana,Guyana,Surinam,Venezuela,Guiana.Shield.summarised,group,genus,fullname,checked.by.specialists,notes
Annonaceae,Cremastosperma oblongum,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Cremastosperma,Cremastosperma oblongum R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Cremastosperma pedunculatum,tree,yes,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Cremastosperma,Cremastosperma pedunculatum (Diels) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Cremastosperma pendulum,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cremastosperma,Cremastosperma pendulum (Ruiz & Pav.) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Cremastosperma peruvianum,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cremastosperma,Cremastosperma peruvianum R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Cremastosperma yamayakatense,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cremastosperma,Cremastosperma yamayakatense Pirie,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum abacophyllum,tree,yes,no,yes,no,no,yes,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum abacophyllum N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum aequale,tree,yes,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum aequale N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum alkekengi,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum alkekengi N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum brasiliense,"shrub, tree",yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Cymbopetalum,Cymbopetalum brasiliense (Vell.) Benth. ex Baill.,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum coriaceum,tree,yes,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum coriaceum N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum euneurum,"shrub, tree",yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum euneurum N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum fosteri,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum fosteri N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum longipes,"tree, liana",yes,yes,yes,no,yes,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum longipes Benth. ex Diels,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum loretoyacuense,tree,yes,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum loretoyacuense N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum physaloides,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum physaloides N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum sanchezii,tree,yes,no,yes,no,no,yes,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum sanchezii N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum schunkei,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum schunkei N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Cymbopetalum tessmannii,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cymbopetalum,Cymbopetalum tessmannii R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Diclinanona calycina,tree,yes,yes,yes,no,no,yes,no,no,no,yes,yes,Angiosperm,Diclinanona,Diclinanona calycina (Diels) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Diclinanona matogrossensis,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Diclinanona,Diclinanona matogrossensis Maas,yes,revised.by.R.MelloSilva
Annonaceae,Diclinanona tessmannii,tree,yes,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Diclinanona,Diclinanona tessmannii Diels,yes,revised.by.R.MelloSilva
Annonaceae,Duckeanthus grandiflorus,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duckeanthus,Duckeanthus grandiflorus R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia aberrans,tree,yes,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia aberrans Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia amplexifolia,"shrub, tree",yes,no,no,no,no,no,no,no,yes,no,yes,Angiosperm,Duguetia,Duguetia amplexifolia R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia arenicola,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia arenicola Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia argentea,tree,yes,yes,no,yes,no,yes,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia argentea (R.E.Fr.) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia aripuanae,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia aripuanae Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia asterotricha,"shrub, tree",yes,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia asterotricha (Diels) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia cadaverica,"shrub, tree",yes,yes,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Duguetia,Duguetia cadaverica Huber,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia calycina,"shrub, tree",yes,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Duguetia,Duguetia calycina Benoist,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia cauliflora,tree,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,Angiosperm,Duguetia,Duguetia cauliflora R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia chrysea,tree,yes,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Duguetia,Duguetia chrysea Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia decurrens,tree,yes,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Duguetia,Duguetia decurrens R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia dimorphopetala,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia dimorphopetala R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia duckei,"shrub, tree",yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia duckei R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia echinophora,tree,yes,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Duguetia,Duguetia echinophora R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia elliptica,"shrub, tree",yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia elliptica R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia eximia,tree,yes,yes,no,no,no,no,yes,no,yes,no,yes,Angiosperm,Duguetia,Duguetia eximia Diels,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia flagellaris,"shrub, tree",yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia flagellaris Huber,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia granvilleana,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia granvilleana Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia guianensis,tree,yes,no,yes,no,no,no,no,yes,yes,no,yes,Angiosperm,Duguetia,Duguetia guianensis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia hadrantha,tree,yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia hadrantha (Diels) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia inconspicua,shrub,no,yes,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Duguetia,Duguetia inconspicua Sagot,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia latifolia,tree,yes,yes,yes,no,no,yes,no,yes,no,no,yes,Angiosperm,Duguetia,Duguetia latifolia R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia lepidota,tree,yes,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia lepidota (Miq.) Pulle,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia longicuspis,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia longicuspis Benth.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia lucida,tree,yes,yes,no,no,yes,no,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia lucida Urb.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia macrocalyx,tree,yes,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Duguetia,Duguetia macrocalyx R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia macrophylla,"shrub, tree",yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,Angiosperm,Duguetia,Duguetia macrophylla R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia manausensis,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia manausensis Maas & Boon,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia megalocarpa,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia megalocarpa Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia megalophylla,tree,yes,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Duguetia,Duguetia megalophylla R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia neglecta,tree,yes,no,no,no,no,no,no,yes,yes,no,yes,Angiosperm,Duguetia,Duguetia neglecta Sandwith,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia nitida,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia nitida Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia oblongifolia,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia oblongifolia R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia odorata,tree,yes,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia odorata (Diels) J.F.Macbr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia oligocarpa,tree,yes,no,no,no,no,no,yes,no,yes,no,yes,Angiosperm,Duguetia,Duguetia oligocarpa Maas & J. van Dam,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia paraensis,tree,yes,yes,no,no,no,no,no,yes,yes,no,yes,Angiosperm,Duguetia,Duguetia paraensis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia pauciflora,tree,yes,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Duguetia,Duguetia pauciflora Rusby,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia pycnastera,tree,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Duguetia,Duguetia pycnastera Sandwith,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia quitarensis,tree,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,Angiosperm,Duguetia,Duguetia quitarensis Benth.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia rigida,tree,yes,yes,no,no,no,yes,no,yes,no,yes,yes,Angiosperm,Duguetia,Duguetia rigida R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia rionegrensis,tree,yes,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia rionegrensis Zuilen & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia riparia,tree,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,Angiosperm,Duguetia,Duguetia riparia Huber,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia ruboides,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia ruboides Maas & He,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia sancticaroli,tree,yes,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia sancticaroli Maas,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia schulzii,tree,yes,no,no,no,no,no,no,no,yes,no,yes,Angiosperm,Duguetia,Duguetia schulzii M.J.Jansen-Jacobs,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia spixiana,tree,yes,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia spixiana Mart.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia stelechantha,tree,yes,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia stelechantha (Diels) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia stenantha,tree,yes,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia stenantha R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia subcordata,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia subcordata Maas & J.A.C.Dam,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia surinamensis,tree,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,Angiosperm,Duguetia,Duguetia surinamensis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia tenuis,tree,yes,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Duguetia,Duguetia tenuis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia tessmannii,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Duguetia,Duguetia tessmannii R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia trunciflora,tree,yes,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia trunciflora Maas & A.H.Gentry,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia ulei,"shrub, tree",yes,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Duguetia,Duguetia ulei (Diels) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia uniflora,tree,yes,yes,yes,no,no,yes,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia uniflora (DC.) Mart.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia venezuelana,"shrub, tree",yes,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Duguetia,Duguetia venezuelana R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Duguetia yeshidan,"shrub, tree",yes,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Duguetia,Duguetia yeshidan Sandwith,yes,revised.by.R.MelloSilva
Annonaceae,Ephedranthus amazonicus,tree,yes,yes,yes,no,no,yes,no,no,no,yes,yes,Angiosperm,Ephedranthus,Ephedranthus amazonicus R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Ephedranthus boliviensis,tree,yes,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Ephedranthus,Ephedranthus boliviensis Chatrou & Pirie,yes,revised.by.R.MelloSilva
Annonaceae,Ephedranthus guianensis,tree,yes,no,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Ephedranthus,Ephedranthus guianensis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Ephedranthus parviflorus,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Ephedranthus,Ephedranthus parviflorus S.Moore,yes,revised.by.R.MelloSilva
Annonaceae,Ephedranthus pisocarpus,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Ephedranthus,Ephedranthus pisocarpus R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Froesiodendron amazonicum,"shrub, tree",yes,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Froesiodendron,Froesiodendron amazonicum R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Froesiodendron longicuspe,tree,yes,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Froesiodendron,Froesiodendron longicuspe (R.E.Fr.) N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Froesiodendron urceocalyx,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Froesiodendron,Froesiodendron urceocalyx N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Fusaea longifolia,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Fusaea,Fusaea longifolia (Aubl.) Saff.,yes,revised.by.R.MelloSilva
Annonaceae,Fusaea peruviana,tree,yes,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Fusaea,Fusaea peruviana R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria amapaensis,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria amapaensis Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria anteridifera,tree,yes,yes,no,no,no,no,yes,no,no,no,yes,Angiosperm,Guatteria,Guatteria anteridifera Scharf & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria araracuarae,tree,yes,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria araracuarae Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria arenicola,"shrub, tree",yes,yes,no,yes,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria arenicola Maas & Erkens,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria atabapensis,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria atabapensis D.M.Johnson & N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria ayangannae,tree,yes,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Guatteria,Guatteria ayangannae Scharf & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria beckii,tree,yes,yes,yes,no,yes,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria beckii Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria blepharophylla,"shrub, tree",yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,Angiosperm,Guatteria,Guatteria blepharophylla Mart.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria campinensis,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria campinensis (Morawetz & Maas) Erkens & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria castilloi,tree,yes,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria castilloi Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria chrysophylla,tree,yes,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria chrysophylla Maas & Setten,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria citriodora,tree,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,Angiosperm,Guatteria,Guatteria citriodora Ducke,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria clusiifolia,tree,yes,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Guatteria,Guatteria clusiifolia D.M.Johnson & N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria confusa,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria confusa Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria conspicua,tree,yes,no,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Guatteria,Guatteria conspicua R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria cryandra,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria cryandra Erkens & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria decurrens,tree,yes,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria decurrens R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria denudata,tree,yes,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria denudata R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria discolor,tree,yes,yes,no,no,yes,no,yes,no,no,no,yes,Angiosperm,Guatteria,Guatteria discolor R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria duckeana,tree,yes,yes,yes,no,no,yes,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria duckeana R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria duodecima,tree,yes,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria duodecima Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria dura,tree,yes,yes,no,no,yes,yes,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria dura R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria elata,tree,yes,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria elata R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria elegantissima,tree,yes,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria elegantissima R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria elongata,tree,yes,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Guatteria,Guatteria elongata Benth.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria eriopoda,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria eriopoda DC.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria eugeniifolia,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria eugeniifolia A.DC. ex R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria flabellata,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria flabellata Erkens & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria flagelliflora,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria flagelliflora Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria flexilis,tree,yes,no,no,no,yes,no,no,yes,no,yes,yes,Angiosperm,Guatteria,Guatteria flexilis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria foliosa,tree,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,Angiosperm,Guatteria,Guatteria foliosa Benth.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria friesiana,tree,yes,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria friesiana (W.A.Rodrigues) Erkens & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria gentryi,tree,yes,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria gentryi Maas & Erkens,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria grandipes,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria grandipes Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria guianensis,tree,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,Angiosperm,Guatteria,Guatteria guianensis (Aubl.) R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria heteropetala,tree,yes,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Guatteria,Guatteria heteropetala Benth.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria hirsuta,tree,yes,no,no,no,yes,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria hirsuta Ruiz & Pav.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria hispida,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria hispida (R.E.Fr.) Erkens & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria insculpta,tree,yes,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria insculpta R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria intermedia,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria intermedia Scharf,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria inundata,tree,yes,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria inundata Mart.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria japurensis,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria japurensis Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria leucotricha,tree,yes,no,no,no,no,no,no,no,yes,no,yes,Angiosperm,Guatteria,Guatteria leucotricha Scharf & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria liesneri,"shrub, tree",yes,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria liesneri D.M.Johnson & N.A.Murray,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria longicuspis,tree,yes,yes,yes,no,no,no,no,no,no,yes,yes,Angiosperm,Guatteria,Guatteria longicuspis R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria megalocarpa,tree,yes,no,no,yes,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria megalocarpa Maas & Westra,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria megalophylla,tree,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,Angiosperm,Guatteria,Guatteria megalophylla Diels,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria meliodora,tree,yes,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria meliodora R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria minutiflora,tree,yes,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Guatteria,Guatteria minutiflora Scharf & Maas,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria modesta,tree,yes,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Guatteria,Guatteria modesta Diels,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria monticola,tree,yes,no,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Guatteria,Guatteria monticola R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria myriocarpa,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria myriocarpa R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria oblonga,tree,yes,no,no,no,no,no,yes,no,no,no,yes,Angiosperm,Guatteria,Guatteria oblonga R.E.Fr.,yes,revised.by.R.MelloSilva
Annonaceae,Guatteria odorata,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Guatteria,Guatteria odorata R.E.Fr.,yes,revised.by.R.MelloSilva
